Word,Definition,Pronunciation,Grammar,Example
coin,"n. 硬币，钱币
vt. 铸造（货币）；杜撰，创造",/kɔɪn/,"coin a phrase, toss a coin, coin collection, rare coin",He used a coin to decide which movie to watch. 他用一枚硬币来决定看哪部电影。
coincidence,n. 巧合；一致；同时发生,/kəʊˈɪnsɪdəns/,"by coincidence, pure coincidence, strange coincidence, coincidence of interests",It was a coincidence that they both wore the same dress to the party. 她们在派对上穿了同样的裙子，这真是个巧合。
Coke,,/kəʊk/,"Coke bottle, drink Coke, Coca-Cola, Coke Zero",Coke is a popular soft drink enjoyed by people worldwide. 可乐是一种全球人们喜爱的流行软饮料。
cold,"n. 寒冷；感冒
adj. 寒冷的；冷淡的，不热情的；失去知觉的
adv. 完全地",/kəʊld/,"catch a cold, cold weather, cold shoulder, cold war",She caught a cold after walking in the rain without an umbrella. 她在雨中没打伞走路后感冒了。
collapse,"n. 倒塌；失败；衰竭
vt. 使倒塌，使崩溃；使萎陷；折叠
vi. 倒塌；瓦解；暴跌",/kəˈlæps/,"collapse under pressure, economic collapse, collapse into, building collapse",The old building collapsed due to the strong earthquake. 那座旧建筑因强烈地震而倒塌了。
collar,"n. 衣领；颈圈
vt. 抓住；给…上领子；给…套上颈圈",/ˈkɒlə(r)/,"white-collar, blue-collar, collar bone, dog collar",He adjusted his collar before the important meeting. 他在重要会议前调整了他的衣领。
colleague,n. 同事，同僚,/ˈkɒliːɡ/,"work colleague, close colleague, colleague from work, senior colleague",My colleague helped me finish the project on time. 我的同事帮助我按时完成了项目。
collect,"vt. 收集；募捐
adj. 由收件人付款的
vi. 收集；聚集；募捐
adv. 由收件人付款地",/kəˈlekt/,"collect stamps, collect data, collect money, collect oneself",He likes to collect stamps from different countries as a hobby. 他喜欢收集来自不同国家的邮票作为爱好。
collection,n. 采集，聚集； 征收；收藏品；募捐,/kəˈlekʃn/,"art collection, data collection, collection of stories, tax collection",The museum has a large collection of ancient artifacts. 博物馆有大量的古代文物收藏。
college,n. 大学；学院；学会,/ˈkɒlɪdʒ/,"go to college, college student, community college, college degree",She plans to go to college after graduating from high school. 她计划高中毕业后去上大学。
colony,n. 殖民地；移民队；种群；动物栖息地,/ˈkɒləni/,"British colony, ant colony, colony of artists, space colony",Australia was once a British colony before gaining independence. 澳大利亚在获得独立前曾是英国殖民地。
color,"n. 颜色；肤色；颜料；脸色
vt. 粉饰；给...涂颜色；歪曲
vi. 变色；获得颜色",/ˈkʌlər/,"color in, color scheme, color blindness, color of the skin",The children were asked to color in the pictures with crayons. (孩子们被要求用蜡笔给图片涂色。)
colour,"n. 颜色；风格；气色，面色；外貌
vt. 把…涂颜色，粉饰；歪曲；使脸红
vi. 变色",/ˈkʌlə(r)/,"colour up, colour scheme, colour blindness, local colour",She coloured up when she heard the compliment. (听到赞美时，她脸红了。)
coloured,"n. 混血人；有色人种的人
adj. 有色的；着色的
vt. 给…着色（colour的过去式和过去分词）",/ˈkʌləd/,"coloured pencil, coloured paper, coloured glass, coloured light",He used coloured pencils to draw a beautiful landscape. (他用彩色铅笔画了一幅美丽的风景画。)
column,n. 纵队，列；专栏；圆柱，柱形物,/ˈkɒləm/,"column of smoke, newspaper column, spinal column, column chart",The newspaper has a weekly column on environmental issues. (这家报纸有一个关于环境问题的每周专栏。)
comb,"n. 梳子；蜂巢；鸡冠
vt. 梳头发；梳毛
vi. （浪）涌起",/kəʊm/,"comb through, comb out, fine-tooth comb, comb one's hair",She combed her hair carefully before going to the party. (她在去派对前仔细梳理了头发。)
combination,n. 结合；组合；联合； 化合,/ˌkɒmbɪˈneɪʃn/,"in combination with, combination lock, combination of factors, key combination",The success of the project was due to a combination of hard work and good luck. (项目的成功是由于努力工作和好运的结合。)
combine,"n. 联合收割机；联合企业
vt. 使化合；使联合，使结合
vi. 联合，结合；化合",/kəmˈbaɪn/,"combine with, combine efforts, combine harvester, combine forces",We need to combine our resources to solve this problem. (我们需要结合我们的资源来解决这个问题。)
come,"vi. 来；开始；出现；发生；变成；到达
vt. 做；假装；将满（…岁）
int. 嗨！",/kʌm/,"come across, come up with, come true, come to an end",A good idea came to her mind while she was walking. (她走路时想到了一个好主意。)
comedian,n. 喜剧演员；滑稽人物,/kəˈmiːdiən/,"stand-up comedian, comedy comedian, famous comedian, comedian's performance",The stand-up comedian made the audience laugh with his jokes. (这位单口喜剧演员用他的笑话让观众大笑。)
comedy,n. 喜剧；喜剧性；有趣的事情,/ˈkɒmədi/,"comedy show, romantic comedy, comedy of errors, sense of comedy",We watched a romantic comedy movie last night. (昨晚我们看了一部浪漫喜剧电影。)
comfort,"n. 安慰；舒适；安慰者
vt. 安慰；使（痛苦等）缓和",/ˈkʌmfət/,"comfort zone, words of comfort, comfort food, take comfort in",Her kind words provided great comfort to the sad child. (她善意的话语给那个悲伤的孩子带来了很大的安慰。)
comfortable,"n. 盖被
adj. 舒适的，舒服的",/ˈkʌmftəbl/,"comfortable with, comfortable chair, comfortable lead, feel comfortable",He felt comfortable in the new environment after a few days. (几天后，他在新环境中感到舒适。)
command,"n. 指挥，控制；命令；司令部
vt. 命令，指挥；控制；远望
vi. 命令，指挥；控制",/kəˈmɑːnd/,"command attention, command of language, take command, command line",The general issued a command to advance immediately. (将军下达了立即前进的命令。)
commander,n. 指挥官；司令官,/kəˈmɑːndə(r)/,"military commander, commander-in-chief, police commander, field commander",The military commander led his troops to victory. (这位军事指挥官带领他的部队取得了胜利。)
comment,"n. 评论；意见；批评
vi. 发表评论；发表意见
vt. 为…作评语",/ˈkɒment/,"comment on, no comment, make a comment, critical comment",The teacher asked the students to comment on the story they read. (老师要求学生们评论他们读的故事。)
commerce,n. 贸易；商业；商务,/ˈkɒmɜːs/,"e-commerce, commerce department, international commerce, chamber of commerce",E-commerce has become increasingly popular in recent years. (近年来，电子商务变得越来越流行。)
commercial,"n. 商业广告
adj. 商业的；营利的；靠广告收入的",/kəˈmɜːʃl/,"commercial break, commercial success, commercial bank, commercial vehicle",The TV show was interrupted by a commercial break. (电视节目被商业广告打断了。)
commit,vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务,/kəˈmɪt/,"commit to, commit a crime, commit suicide, commit oneself",He decided to commit to studying harder for the exam. (他决定更努力地学习以备考。)
committee,n. 委员会,/kəˈmɪti/,"committee meeting, standing committee, select committee, committee member",The committee will hold a meeting to discuss the new proposal. (委员会将召开会议讨论新提案。)
common,"n. 普通；平民；公有地
adj. 共同的；普通的；一般的；通常的",/ˈkɒmən/,"common sense, in common, common ground, common knowledge",It's common sense to look both ways before crossing the street. (过马路前左右看是常识。)
communicate,"vi. 通讯，传达；相通；交流；感染
vt. 传达；感染；显露",/kəˈmjuːnɪkeɪt/,"communicate with, communicate sth to sb, communicate effectively, communicate in English",We need to communicate with our parents more often to avoid misunderstandings. 我们需要更经常与父母沟通，以避免误解。
communication,n. 通讯， 通信；交流；信函,/kəˌmjuːnɪˈkeɪʃn/,"communication skills, means of communication, lack of communication, communication breakdown",Good communication skills are essential for success in the workplace. 良好的沟通技巧对职场成功至关重要。
communist,"n. 共产党员；共产主义者
adj. 共产主义的",/ˈkɒmjənɪst/,"communist party, communist ideology, communist country, communist movement",He is a member of the Communist Party of China. 他是中国共产党党员。
community,n. 社区； 群落；共同体；团体,/kəˈmjuːnəti/,"community service, local community, international community, community spirit",The local community organized a charity event to help the poor. 当地社区组织了一场慈善活动来帮助穷人。
companion,"n. 同伴；朋友；指南；手册
vt. 陪伴",/kəmˈpæniən/,"travel companion, faithful companion, companion animal, companion volume",My dog is my faithful companion when I go for a walk. 我的狗是我散步时忠实的伙伴。
company,"n. 公司；陪伴，同伴；连队
vt. 陪伴
vi. 交往",/ˈkʌmpəni/,"keep sb company, in the company of, company culture, limited company",She stayed at home to keep her sick mother company. 她待在家里陪伴生病的母亲。
comparative,"n. 比较级；对手
adj. 比较的；相当的",/kəmˈpærətɪv/,"comparative study, comparative advantage, comparative degree, comparative analysis","In English, ""better"" is the comparative form of ""good"". 在英语中，“better”是“good”的比较级形式。"
compare,"vi. 相比，匹敌；比较，区别；比拟（常与to连用）
vt. 比拟，喻为；构成
n. 比较",/kəmˈpeə(r)/,"compare with, compare to, compare notes, beyond compare",We often compare life to a journey full of challenges. 我们常把人生比作充满挑战的旅程。
comparison,n. 比较；对照；比喻；比较关系,/kəmˈpærɪsn/,"in comparison with, by comparison, make a comparison, comparison shopping","In comparison with last year, our sales have increased by 20%. 与去年相比，我们的销售额增长了20%。"
compete,vi. 竞争；比赛；对抗,/kəmˈpiːt/,"compete with, compete for, compete in, compete against",Many athletes compete in the Olympic Games every four years. 许多运动员每四年参加奥运会比赛。
competition,n. 竞争；比赛，竞赛,/ˌkɒmpəˈtɪʃn/,"fierce competition, competition rules, enter a competition, market competition",There is fierce competition among students for top university places. 学生之间为进入顶尖大学存在激烈竞争。
competitive,adj. 竞争的；比赛的；求胜心切的,/kəmˈpetətɪv/,"competitive advantage, competitive market, competitive spirit, competitive price",She has a very competitive spirit and always tries her best. 她有很强的竞争精神，总是尽力而为。
complain,"vi. 投诉；发牢骚；诉说
vt. 抱怨；控诉",/kəmˈpleɪn/,"complain about, complain to sb, complain of, complain bitterly",He complained to the manager about the poor service. 他向经理投诉了糟糕的服务。
complaint,n. 抱怨；诉苦；疾病；委屈,/kəmˈpleɪnt/,"make a complaint, customer complaint, common complaint, letter of complaint",She wrote a letter of complaint to the company regarding the defective product. 她就缺陷产品向公司写了一封投诉信。
complete,"adj. 完整的；完全的；彻底的
vt. 完成",/kəmˈpliːt/,"complete with, complete failure, complete set, complete task",He managed to complete the project on time despite many difficulties. 尽管困难重重，他还是设法按时完成了项目。
